image_id,width,height,bbox,source
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[380, 145, 34, 35]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[175, 170, 25, 28]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[19, 158, 21, 18]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[32, 145, 17, 16]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[51, 154, 23, 18]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[126, 159, 26, 23]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[254, 156, 30, 28]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[311, 138, 26, 24]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[418, 129, 36, 31]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[123, 121, 19, 22]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[241, 136, 22, 24]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[324, 160, 38, 38]",helmet_2
002785_jpg.rf.00534b332f5dc6ac76a5da6afd8d3d29.jpg,500,314,"[66, 136, 22, 19]",helmet_2
003227_jpg.rf.003a223fb6fa02daba8568500f7f32cb.jpg,500,747,"[280, 71, 39, 50]",helmet_2
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,350,"[162, 166, 38, 52]",helmet_2
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,350,"[385, 179, 42, 56]",helmet_2
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,350,"[207, 170, 49, 57]",helmet_2
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,350,"[434, 177, 58, 65]",helmet_2
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,350,"[92, 176, 50, 53]",helmet_2
004122_jpg.rf.008b5a6b2388d220b81eb5d290d17384.jpg,500,350,"[479, 159, 20, 71]",helmet_2
003074_jpg.rf.00437810ab8567dd8d4b4c6e015ad37d.jpg,500,669,"[221, 41, 112, 129]",helmet_2
003074_jpg.rf.00437810ab8567dd8d4b4c6e015ad37d.jpg,500,669,"[43, 62, 40, 51]",helmet_2
003074_jpg.rf.00437810ab8567dd8d4b4c6e015ad37d.jpg,500,669,"[120, 18, 97, 119]",helmet_2
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[29, 79, 36, 39]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[298, 92, 31, 40]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[73, 97, 28, 34]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[356, 110, 28, 29]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[122, 100, 26, 28]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[395, 115, 25, 32]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[163, 106, 21, 26]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[253, 99, 16, 26]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[101, 105, 19, 30]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[243, 103, 12, 25]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[379, 100, 21, 25]",head_1
000528_jpg.rf.00726cd9cd382f14040db164ec2cef23.jpg,500,375,"[420, 113, 26, 33]",head_1
001583_jpg.rf.003f90c81288546862de558f7f2dae75.jpg,500,333,"[64, 67, 49, 55]",helmet_2
001583_jpg.rf.003f90c81288546862de558f7f2dae75.jpg,500,333,"[229, 172, 29, 32]",helmet_2
001583_jpg.rf.003f90c81288546862de558f7f2dae75.jpg,500,333,"[258, 143, 33, 37]",helmet_2
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,372,"[286, 120, 42, 50]",head_1
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,372,"[163, 134, 40, 51]",head_1
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,372,"[88, 143, 36, 43]",head_1
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,372,"[212, 147, 29, 33]",head_1
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,372,"[269, 153, 24, 29]",head_1
001061_jpg.rf.00641543c4a3bbac77b67c23435565bc.jpg,500,372,"[468, 149, 29, 33]",head_1
001318_jpg.rf.009000a978838abe9cb349d01cb06a98.jpg,500,333,"[70, 42, 89, 107]",helmet_2
001318_jpg.rf.009000a978838abe9cb349d01cb06a98.jpg,500,333,"[173, 104, 62, 76]",helmet_2
002465_jpg.rf.00b1704fb0c92d32f9b782ae874046a1.jpg,500,355,"[373, 157, 29, 33]",helmet_2
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,367,"[78, 138, 36, 44]",helmet_2
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,367,"[336, 124, 43, 51]",helmet_2
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,367,"[425, 109, 54, 63]",helmet_2
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,367,"[159, 136, 38, 49]",head_1
001035_jpg.rf.0052e206446ed0db7301117299b79d17.jpg,500,367,"[228, 129, 33, 38]",head_1
004021_jpg.rf.00a5b7e563d4addb2a2beb5bb712243c.jpg,500,333,"[158, 45, 58, 69]",helmet_2
002546_jpg.rf.005c1abb09c346dcd7f5fbed2d48e30b.jpg,400,224,"[70, 39, 56, 65]",helmet_2
002546_jpg.rf.005c1abb09c346dcd7f5fbed2d48e30b.jpg,400,224,"[272, 60, 42, 52]",helmet_2
002546_jpg.rf.005c1abb09c346dcd7f5fbed2d48e30b.jpg,400,224,"[150, 37, 41, 58]",helmet_2
005260_jpg.rf.00f909cb1a3a37709d0afb2cd4a7ee42.jpg,400,300,"[370, 117, 29, 36]",helmet_2
005260_jpg.rf.00f909cb1a3a37709d0afb2cd4a7ee42.jpg,400,300,"[49, 113, 15, 21]",helmet_2
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,333,"[216, 318, 49, 55]",helmet_2
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,333,"[5, 319, 47, 57]",helmet_2
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,333,"[100, 325, 46, 45]",helmet_2
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,333,"[306, 360, 41, 49]",helmet_2
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,333,"[133, 321, 23, 48]",helmet_2
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,333,"[169, 174, 47, 44]",head_1
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,333,"[341, 352, 27, 28]",head_1
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,333,"[291, 360, 22, 39]",head_1
001446_jpg.rf.00a11ab7cffb0a8fec57e98b2c4663d5.jpg,500,333,"[39, 358, 31, 41]",head_1
003322_jpg.rf.00bbe797448c593436280e0f1cedfeb1.jpg,500,333,"[46, 37, 194, 210]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[78, 154, 27, 30]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[156, 155, 17, 19]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[181, 154, 13, 19]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[237, 144, 18, 23]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[286, 143, 19, 25]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[341, 138, 21, 28]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[421, 123, 23, 29]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[357, 132, 23, 29]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[395, 138, 18, 25]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[125, 140, 23, 26]",helmet_2
001860_jpg.rf.00bcb6e052b999a531661fb84721f385.jpg,500,333,"[180, 147, 18, 15]",helmet_2
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,332,"[310, 132, 37, 47]",helmet_2
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,332,"[405, 115, 45, 50]",helmet_2
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,332,"[231, 144, 39, 46]",helmet_2
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,332,"[147, 153, 33, 40]",helmet_2
003941_jpg.rf.00f64859e01b001825be0265c52d2957.jpg,500,332,"[76, 151, 36, 44]",helmet_2
002435_jpg.rf.00da910a5373447d586e796f39ad74b0.jpg,500,333,"[205, 53, 30, 32]",helmet_2
002435_jpg.rf.00da910a5373447d586e796f39ad74b0.jpg,500,333,"[34, 73, 73, 78]",helmet_2
002435_jpg.rf.00da910a5373447d586e796f39ad74b0.jpg,500,333,"[12, 47, 37, 40]",helmet_2
002435_jpg.rf.00da910a5373447d586e796f39ad74b0.jpg,500,333,"[226, 2, 25, 36]",helmet_2
002974_jpg.rf.0156460f5e073aa3d8cf35f892ef323b.jpg,500,525,"[195, 95, 64, 79]",helmet_2
002974_jpg.rf.0156460f5e073aa3d8cf35f892ef323b.jpg,500,525,"[101, 155, 46, 67]",helmet_2
004265_jpg.rf.0166a4179b30846d719fc5157be0a412.jpg,500,333,"[375, 109, 116, 101]",helmet_2
004265_jpg.rf.0166a4179b30846d719fc5157be0a412.jpg,500,333,"[155, 6, 129, 124]",helmet_2
004265_jpg.rf.0166a4179b30846d719fc5157be0a412.jpg,500,333,"[0, 21, 98, 112]",helmet_2
000761_jpg.rf.0184b995731d0fd5c2601dfee94f50ed.jpg,600,400,"[146, 82, 94, 89]",helmet_2
000761_jpg.rf.0184b995731d0fd5c2601dfee94f50ed.jpg,600,400,"[66, 37, 72, 55]",helmet_2
000761_jpg.rf.0184b995731d0fd5c2601dfee94f50ed.jpg,600,400,"[297, 37, 54, 38]",helmet_2
000761_jpg.rf.0184b995731d0fd5c2601dfee94f50ed.jpg,600,400,"[273, 4, 13, 20]",helmet_2
003556_jpg.rf.01102fd6408a613019191066e366b00a.jpg,500,333,"[243, 134, 24, 29]",helmet_2
003556_jpg.rf.01102fd6408a613019191066e366b00a.jpg,500,333,"[36, 207, 18, 18]",helmet_2
003556_jpg.rf.01102fd6408a613019191066e366b00a.jpg,500,333,"[146, 94, 13, 14]",helmet_2
003556_jpg.rf.01102fd6408a613019191066e366b00a.jpg,500,333,"[165, 70, 14, 12]",helmet_2
000268_jpg.rf.015acdb0e0945cdba845dfe696e1f577.jpg,500,333,"[202, 104, 35, 48]",helmet_2
003608_jpg.rf.01828824cee5f314b686b9a9be624f84.jpg,394,261,"[401, 78, 34, 42]",helmet_2
003608_jpg.rf.01828824cee5f314b686b9a9be624f84.jpg,394,261,"[124, 82, 39, 43]",helmet_2
002850_jpg.rf.01d89a59c64088b2360a6a3de3ce5b14.jpg,500,321,"[201, 99, 31, 42]",head_1
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[88, 77, 26, 28]",helmet_2
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[160, 125, 25, 31]",helmet_2
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[263, 131, 30, 30]",helmet_2
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[151, 97, 24, 29]",helmet_2
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[238, 111, 21, 26]",helmet_2
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[134, 97, 11, 17]",helmet_2
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[189, 91, 9, 16]",helmet_2
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[206, 84, 13, 18]",helmet_2
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[129, 82, 10, 15]",helmet_2
002768_jpg.rf.0125bdaa61354eb30b787f3d614ea47d.jpg,500,333,"[203, 107, 24, 20]",head_1
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,334,"[90, 3, 49, 46]",helmet_2
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,334,"[254, 122, 42, 44]",helmet_2
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,334,"[350, 179, 36, 42]",helmet_2
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,334,"[387, 195, 30, 34]",helmet_2
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,334,"[449, 245, 25, 26]",helmet_2
004329_jpg.rf.01cbc20dbe2dfc40c8a36eb33f451e9b.jpg,500,334,"[476, 246, 23, 28]",helmet_2
000050_jpg.rf.01d64fe50320c33289cef3f2ae1173bf.jpg,497,351,"[96, 100, 65, 48]",helmet_2
002611_jpg.rf.015b4ad529ca5db8235b8dfa28f3a7fd.jpg,450,300,"[202, 121, 41, 50]",helmet_2
003122_jpg.rf.013b07af70dd7d338637ec97f4f8036b.jpg,500,333,"[184, 95, 66, 85]",helmet_2
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,526,"[92, 83, 84, 87]",helmet_2
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,526,"[421, 86, 59, 62]",helmet_2
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,526,"[228, 102, 61, 73]",helmet_2
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,526,"[301, 64, 88, 106]",helmet_2
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,526,"[5, 132, 39, 52]",head_1
003689_jpg.rf.0187fbb646fccb0d7da30a59b34a09b1.jpg,500,526,"[52, 193, 28, 40]",head_1
000602_jpg.rf.00f038c45c050ac5464ba69b0536070d.jpg,499,331,"[116, 18, 127, 161]",helmet_2
004844_jpg.rf.00f6f05b98fae010d47cdeebd51b057b.jpg,500,342,"[114, 71, 27, 22]",helmet_2
004844_jpg.rf.00f6f05b98fae010d47cdeebd51b057b.jpg,500,342,"[338, 85, 25, 26]",helmet_2
002602_jpg.rf.00aad77a4454ddeb36bbf17bb3b3a8af.jpg,500,336,"[90, 41, 43, 43]",helmet_2
002602_jpg.rf.00aad77a4454ddeb36bbf17bb3b3a8af.jpg,500,336,"[321, 122, 41, 50]",helmet_2
002602_jpg.rf.00aad77a4454ddeb36bbf17bb3b3a8af.jpg,500,336,"[215, 123, 29, 36]",helmet_2
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,350,"[144, 180, 46, 45]",helmet_2
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,350,"[95, 100, 55, 52]",helmet_2
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,350,"[145, 63, 40, 38]",helmet_2
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,350,"[397, 156, 32, 32]",helmet_2
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,350,"[224, 59, 30, 36]",helmet_2
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,350,"[340, 146, 28, 27]",helmet_2
001675_jpg.rf.01d9591c64205b9c7de5b5469d3df471.jpg,500,350,"[427, 147, 23, 34]",helmet_2
002061_jpg.rf.01243d0b22273ae4540daeca342dc383.jpg,450,300,"[149, 263, 29, 26]",helmet_2
002061_jpg.rf.01243d0b22273ae4540daeca342dc383.jpg,450,300,"[424, 551, 32, 28]",helmet_2
003380_jpg.rf.01eae166ff814b52e27666a9787d60a5.jpg,500,333,"[28, 123, 34, 39]",helmet_2
003380_jpg.rf.01eae166ff814b52e27666a9787d60a5.jpg,500,333,"[251, 57, 49, 51]",helmet_2
003380_jpg.rf.01eae166ff814b52e27666a9787d60a5.jpg,500,333,"[287, 12, 39, 43]",helmet_2
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,521,300,"[299, 18, 64, 79]",helmet_2
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,521,300,"[210, 42, 51, 75]",helmet_2
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,521,300,"[82, 30, 57, 80]",helmet_2
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,521,300,"[151, 62, 42, 55]",helmet_2
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,521,300,"[249, 73, 24, 45]",helmet_2
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,521,300,"[36, 52, 33, 58]",helmet_2
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,521,300,"[192, 74, 23, 38]",head_1
001987_jpg.rf.021027dc1feaae657c5897a066573781.jpg,521,300,"[69, 40, 22, 66]",helmet_2
004041_jpg.rf.035972acf429a73b32ee94ce25f8987b.jpg,500,333,"[377, 47, 67, 81]",helmet_2
004041_jpg.rf.035972acf429a73b32ee94ce25f8987b.jpg,500,333,"[161, 24, 102, 108]",helmet_2
004041_jpg.rf.035972acf429a73b32ee94ce25f8987b.jpg,500,333,"[81, 38, 78, 92]",head_1
003861_jpg.rf.01ee164b83ea369c9c4382b131a60e45.jpg,380,507,"[97, 127, 32, 28]",helmet_2
003861_jpg.rf.01ee164b83ea369c9c4382b131a60e45.jpg,380,507,"[76, 116, 25, 29]",helmet_2
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,378,"[305, 113, 38, 47]",helmet_2
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,378,"[348, 60, 60, 66]",helmet_2
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,378,"[249, 102, 45, 59]",helmet_2
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,378,"[80, 76, 60, 74]",helmet_2
000513_jpg.rf.01e53028c2b218ecee80c6d7ff6a77b9.jpg,500,378,"[181, 71, 57, 73]",helmet_2
001814_jpg.rf.020305b0862322b3cfdd05213654212d.jpg,500,375,"[384, 209, 30, 28]",helmet_2
001814_jpg.rf.020305b0862322b3cfdd05213654212d.jpg,500,375,"[289, 166, 14, 16]",helmet_2
001814_jpg.rf.020305b0862322b3cfdd05213654212d.jpg,500,375,"[306, 202, 15, 16]",helmet_2
001814_jpg.rf.020305b0862322b3cfdd05213654212d.jpg,500,375,"[236, 155, 13, 15]",helmet_2
003104_jpg.rf.0322fc4a511d7f2eda50b15381a20659.jpg,500,333,"[76, 102, 18, 20]",helmet_2
003104_jpg.rf.0322fc4a511d7f2eda50b15381a20659.jpg,500,333,"[279, 164, 27, 24]",helmet_2
003104_jpg.rf.0322fc4a511d7f2eda50b15381a20659.jpg,500,333,"[437, 82, 10, 11]",helmet_2
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,500,380,"[207, 31, 18, 21]",helmet_2
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,500,380,"[184, 27, 19, 24]",helmet_2
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,500,380,"[108, 34, 20, 19]",helmet_2
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,500,380,"[58, 37, 17, 18]",helmet_2
003355_jpg.rf.01db1554f3593696353ce83c3b616e4b.jpg,500,380,"[137, 48, 18, 21]",helmet_2
003746_jpg.rf.02f5df947ac8e92df8119b4bb73f5c15.jpg,424,600,"[145, 125, 135, 125]",helmet_2
000844_jpg.rf.033b703d7b2f7e3bb06fde61a1af6607.jpg,400,300,"[279, 127, 49, 52]",helmet_2
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,449,300,"[367, 37, 51, 61]",helmet_2
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,449,300,"[430, 63, 30, 46]",helmet_2
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,449,300,"[90, 33, 56, 70]",head_1
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,449,300,"[67, 76, 34, 35]",head_1
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,449,300,"[218, 81, 30, 33]",head_1
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,449,300,"[305, 81, 29, 33]",head_1
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,449,300,"[146, 65, 25, 35]",head_1
004560_jpg.rf.0281c738ebd187d4466cea5eb0cd97c7.jpg,449,300,"[453, 62, 33, 42]",head_1
000925_jpg.rf.029ad6f0372a5467a62346beb524fd45.jpg,500,333,"[294, 116, 29, 34]",helmet_2
000925_jpg.rf.029ad6f0372a5467a62346beb524fd45.jpg,500,333,"[351, 116, 20, 32]",helmet_2
000925_jpg.rf.029ad6f0372a5467a62346beb524fd45.jpg,500,333,"[173, 116, 21, 26]",helmet_2
003225_jpg.rf.03205181938e7f642273dd4f106ea3e1.jpg,500,334,"[74, 44, 59, 67]",helmet_2
003225_jpg.rf.03205181938e7f642273dd4f106ea3e1.jpg,500,334,"[28, 45, 183, 172]",person_3
